respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
26857,0.5,0.17443047,0.57558197
26858,0.5,0.64802,0.081097014
26859,0.5,0.09530924,0.026833229
26860,0.5,0.14772348,0.14129986
26861,0.5,0.07739866,0.03068886
26862,0.5,0.21798074,0.02720351
26863,0.5,0.42267552,0.080423824
26864,0.5,0.35111034,0.30042326
26865,0.5,0.043965098,0.016782822
26866,0.5,0.54618025,0.052777108
26867,0.5,0.14508955,0.13605027
26868,0.5,0.93079436,0.90773267
26869,0.5,0.19974212,0.026927922
26870,0.5,0.90374166,0.8055768
26871,0.5,0.047404982,0.02316209
26872,0.5,0.26919377,0.0632432
26873,0.5,0.7447105,0.072123535
26874,0.5,0.10302742,0.057653107
26875,0.5,0.90380865,0.3569699
26876,0.5,0.05622643,0.062081434
26877,0.5,0.12269948,0.09640676
26878,0.5,0.22947487,0.12237869
26879,0.5,0.041484866,0.0072006844
26880,0.5,0.14026119,0.08681537
26881,0.5,0.07895076,0.021165337
26882,0.5,0.054879583,0.0249364
26883,0.5,0.22024044,0.07746167
26884,0.5,0.24755351,0.25632125
26885,0.5,0.69595104,0.23254363
26886,0.5,0.8530337,0.062329587
26887,0.5,0.88965523,0.76001525
26888,0.5,0.96650755,0.938573
26889,0.5,0.10400083,0.012447403
26890,0.5,0.32987213,0.059487276
26891,0.5,0.75999755,0.6525086
26892,0.5,0.6924079,0.076973826
26893,0.5,0.109065294,0.030592699
26894,0.5,0.27834338,0.30637962
26895,0.5,0.8026532,0.029636476
26896,0.5,0.06268911,0.04242332
26897,0.5,0.46442306,0.06437699
26898,0.5,0.61123365,0.12966011
26899,0.5,0.0558564,0.022891033
26900,0.5,0.19641908,0.0933928
26901,0.5,0.36119804,0.032737456
26902,0.5,0.90855134,0.11948685
26903,0.5,0.08334455,0.19666293
26904,0.5,0.3704718,0.092076756
26905,0.5,0.8450524,0.33912352
26906,0.5,0.2823004,0.023289114
26907,0.5,0.51754534,0.007963852
26908,0.5,0.75997055,0.039544754
26909,0.5,0.13078593,0.080068134
26910,0.5,0.27986574,0.059838425
26911,0.5,0.08452782,0.062682346
26912,0.5,0.9344965,0.5780669
26913,0.5,0.8199907,0.6589194
26914,0.5,0.15096737,0.02680894
26915,0.5,0.6173926,0.063562356
26916,0.5,0.24500899,0.021802299
26917,0.5,0.041658577,0.018891629
26918,0.5,0.95865315,0.94356245
26919,0.5,0.43963635,0.065845534
26920,0.5,0.09705903,0.01478431
26921,0.5,0.89097583,0.14056024
26922,0.5,0.7513973,0.026817841
26923,0.5,0.5081862,0.2547476
26924,0.5,0.9591359,0.911128
26925,0.5,0.8154651,0.16010672
26926,0.5,0.50004905,0.54001945
26927,0.5,0.7725566,0.6145267
26928,0.5,0.5489049,0.08031755
26929,0.5,0.2040013,0.09725264
26930,0.5,0.86456305,0.6898843
26931,0.5,0.37426716,0.17914097
26932,0.5,0.94353414,0.14651042
26933,0.5,0.5694203,0.025642082
26934,0.5,0.6485079,0.30883855
26935,0.5,0.44488928,0.08381687
26936,0.5,0.17030706,0.28812075
26937,0.5,0.81205744,0.13623244
26938,0.5,0.054003906,0.027309854
26939,0.5,0.097656004,0.057130393
26940,0.5,0.15027796,0.074754655
26941,0.5,0.42428344,0.12385912
26942,0.5,0.8658235,0.6640651
26943,0.5,0.5845895,0.059773933
26944,0.5,0.13998477,0.031589914
26945,0.5,0.577908,0.04053165
26946,0.5,0.6896724,0.05957673
26947,0.5,0.57169235,0.2593041
26948,0.5,0.060164403,0.034015287
26949,0.5,0.07080782,0.024132319
26950,0.5,0.49707454,0.03553394
26951,0.5,0.281703,0.07760134
26952,0.5,0.950482,0.87690496
26953,0.5,0.94044507,0.5073767
26954,0.5,0.083955646,0.010910517
26955,0.5,0.71706074,0.06889023
26956,0.5,0.27924562,0.22567002
26957,0.5,0.94365555,0.036897786
26958,0.5,0.7691264,0.07188428
26959,0.5,0.21618697,0.04595164
26960,0.5,0.053530287,0.020221608
26961,0.5,0.54234457,0.36264205
26962,0.5,0.8665202,0.12095488
26963,0.5,0.2535423,0.058284763
26964,0.5,0.194502,0.07123952
26965,0.5,0.91919315,0.55926895
26966,0.5,0.076646976,0.03518785
26967,0.5,0.5079917,0.13015011
26968,0.5,0.8723371,0.06406643
26969,0.5,0.14055507,0.04192247
26970,0.5,0.5848637,0.7966576
26971,0.5,0.17173661,0.096716516
26972,0.5,0.042916186,0.020390287
26973,0.5,0.14554733,0.041753214
26974,0.5,0.3604888,0.26175737
26975,0.5,0.75785697,0.17516355
26976,0.5,0.59120727,0.8989012
26977,0.5,0.38288087,0.13064535
26978,0.5,0.8414128,0.026929803
26979,0.5,0.8651199,0.6349678
26980,0.5,0.09977618,0.046645544
26981,0.5,0.3698926,0.02276284
26982,0.5,0.9191867,0.8218978
26983,0.5,0.57442206,0.20272124
26984,0.5,0.116275154,0.02563195
26985,0.5,0.076837085,0.03015992
26986,0.5,0.33977422,0.071193345
26987,0.5,0.15328538,0.028783327
26988,0.5,0.09395792,0.01564829
26989,0.5,0.87790006,0.5042604
26990,0.5,0.07690787,0.0082485555
26991,0.5,0.45058957,0.120899014
26992,0.5,0.47334442,0.36732748
26993,0.5,0.7893656,0.042312212
26994,0.5,0.40322402,0.12507065
26995,0.5,0.39940006,0.03655811
26996,0.5,0.37583935,0.35419497
26997,0.5,0.063970074,0.013211621
26998,0.5,0.045955516,0.038253244
26999,0.5,0.45581815,0.28979293
27000,0.5,0.3209254,0.041635994
27001,0.5,0.79135543,0.03212789
27002,0.5,0.2537462,0.017514488
27003,0.5,0.038668066,0.008508784
27004,0.5,0.28906253,0.21818982
27005,0.5,0.8566797,0.4841956
27006,0.5,0.91234004,0.8333504
27007,0.5,0.06340503,0.021378204
27008,0.5,0.05636057,0.031090792
27009,0.5,0.2950935,0.09036208
27010,0.5,0.10333216,0.023870967
27011,0.5,0.11663069,0.04085162
27012,0.5,0.5050102,0.2177415
27013,0.5,0.40708798,0.13625935
27014,0.5,0.2519051,0.0378015
27015,0.5,0.21642159,0.1702602
27016,0.5,0.31071413,0.116255485
27017,0.5,0.8455515,0.65948904
27018,0.5,0.21651615,0.02841974
27019,0.5,0.97176266,0.9305137
27020,0.5,0.23259063,0.19559552
27021,0.5,0.6679549,0.18946941
27022,0.5,0.1888452,0.053632062
27023,0.5,0.15795797,0.067180745
27024,0.5,0.32837257,0.049349792
27025,0.5,0.06449825,0.17229867
27026,0.5,0.40757573,0.021421192
27027,0.5,0.818218,0.037742473
27028,0.5,0.9025755,0.5399406
27029,0.5,0.3187336,0.1295577
27030,0.5,0.23957348,0.2876999
27031,0.5,0.8888385,0.43085185
27032,0.5,0.5396828,0.10815852
27033,0.5,0.7433747,0.58969265
27034,0.5,0.6375802,0.022924446
27035,0.5,0.3309715,0.2505009
27036,0.5,0.82666075,0.3049208
27037,0.5,0.79226685,0.6756504
27038,0.5,0.03200789,0.012155177
27039,0.5,0.86630034,0.47691834
27040,0.5,0.23598987,0.08998337
27041,0.5,0.64646477,0.04136885
27042,0.5,0.5328211,0.030052453
27043,0.5,0.7636284,0.4355479
27044,0.5,0.04850593,0.01570687
27045,0.5,0.5286735,0.048216943
27046,0.5,0.12400478,0.047331456
27047,0.5,0.5219443,0.5413832
27048,0.5,0.42683107,0.058333762
27049,0.5,0.87619305,0.24747457
27050,0.5,0.5814553,0.068056144
27051,0.5,0.3000002,0.10896507
27052,0.5,0.17113626,0.021055236
27053,0.5,0.9575871,0.9260656
27054,0.5,0.07920064,0.04132296
27055,0.5,0.8341371,0.0384035
27056,0.5,0.06905958,0.05860799
27057,0.5,0.03347385,0.017994823
27058,0.5,0.9381838,0.9243569
27059,0.5,0.14483114,0.07024176
27060,0.5,0.29937765,0.02233045
27061,0.5,0.41712263,0.021680083
27062,0.5,0.4531222,0.053397126
27063,0.5,0.48830283,0.027346453
27064,0.5,0.5427577,0.106476955
27065,0.5,0.45936212,0.11242472
27066,0.5,0.5216771,0.04404484
27067,0.5,0.8464177,0.72193617
27068,0.5,0.89176816,0.6555459
27069,0.5,0.94496334,0.7726909
27070,0.5,0.04767522,0.024137009
27071,0.5,0.07492409,0.048631556
27072,0.5,0.62724584,0.10933347
27073,0.5,0.8984411,0.051133487
27074,0.5,0.24175103,0.06259042
27075,0.5,0.7983948,0.50604916
27076,0.5,0.8023973,0.80040264
27077,0.5,0.09488337,0.03546901
27078,0.5,0.8182713,0.10235585
27079,0.5,0.863926,0.09460455
27080,0.5,0.18067029,0.10581016
27081,0.5,0.7919313,0.061662536
27082,0.5,0.3474627,0.17385145
27083,0.5,0.31429166,0.080145486
27084,0.5,0.7607676,0.8540981
27085,0.5,0.039042566,0.016696911
27086,0.5,0.100158274,0.015485107
27087,0.5,0.24214353,0.059805498
27088,0.5,0.6863292,0.27543685
27089,0.5,0.21790567,0.18852763
27090,0.5,0.6696387,0.45919675
27091,0.5,0.32492065,0.60729724
27092,0.5,0.2332215,0.13522351
27093,0.5,0.2218926,0.26891488
27094,0.5,0.06249346,0.018442785
27095,0.5,0.518222,0.05114826
27096,0.5,0.16455042,0.07152372
27097,0.5,0.6566716,0.40644607
27098,0.5,0.89825946,0.61607397
27099,0.5,0.6180752,0.33562428
27100,0.5,0.7766146,0.08535818
27101,0.5,0.5877028,0.071702555
27102,0.5,0.8651707,0.1284888
27103,0.5,0.058862295,0.020032533
27104,0.5,0.54264164,0.41616338
27105,0.5,0.4020965,0.087543115
27106,0.5,0.89436245,0.79873717
27107,0.5,0.8039575,0.58807296
27108,0.5,0.28902015,0.34978154
27109,0.5,0.1219275,0.08564333
27110,0.5,0.2996142,0.057354722
27111,0.5,0.35097975,0.067976
27112,0.5,0.6243816,0.30758813
27113,0.5,0.13171516,0.07701056
27114,0.5,0.20907179,0.08783362
27115,0.5,0.84381944,0.5694584
27116,0.5,0.9147551,0.045321785
27117,0.5,0.0721812,0.015419426
27118,0.5,0.5458285,0.05814054
27119,0.5,0.22238067,0.07511196
27120,0.5,0.95232284,0.159685
27121,0.5,0.7949046,0.024423555
27122,0.5,0.24538925,0.016764019
27123,0.5,0.14437106,0.08112467
27124,0.5,0.07714933,0.021067768
27125,0.5,0.048402466,0.025517914
27126,0.5,0.10408326,0.22065221
27127,0.5,0.09862796,0.053635888
27128,0.5,0.5496886,0.2031325
27129,0.5,0.4255504,0.19880617
27130,0.5,0.17631608,0.1113481
27131,0.5,0.091271974,0.08758508
27132,0.5,0.8698152,0.20812954
27133,0.5,0.5488774,0.04592874
27134,0.5,0.97681135,0.90592545
27135,0.5,0.42072648,0.038261022
27136,0.5,0.5437099,0.08231413
27137,0.5,0.13961622,0.08933392
27138,0.5,0.48935378,0.11471295
27139,0.5,0.10712869,0.050774932
27140,0.5,0.97057915,0.9519829
27141,0.5,0.7891897,0.65201455
27142,0.5,0.20341346,0.027828202
27143,0.5,0.48373002,0.3478518
27144,0.5,0.06086541,0.02711809
27145,0.5,0.75089025,0.5353184
27146,0.5,0.93877596,0.1018876
27147,0.5,0.22558305,0.067319304
27148,0.5,0.08799996,0.116246454
27149,0.5,0.10300768,0.15871073
27150,0.5,0.9406957,0.3892029
27151,0.5,0.881512,0.34199023
27152,0.5,0.17513745,0.02497117
27153,0.5,0.87128776,0.4205679
27154,0.5,0.90557575,0.6644074
27155,0.5,0.6599143,0.19553135
27156,0.5,0.23681797,0.010991742
27157,0.5,0.5154479,0.022349747
27158,0.5,0.31868017,0.025793118
27159,0.5,0.12626766,0.03721075
27160,0.5,0.24117914,0.091662385
27161,0.5,0.6269406,0.6067853
27162,0.5,0.916104,0.052179974
27163,0.5,0.40973565,0.50757205
27164,0.5,0.114462815,0.09845529
27165,0.5,0.68452066,0.6531189
27166,0.5,0.26935104,0.17615141
27167,0.5,0.6101158,0.16422397
27168,0.5,0.5707444,0.06931831
27169,0.5,0.71338415,0.61806065
27170,0.5,0.9324967,0.6570684
27171,0.5,0.19799331,0.024402676
27172,0.5,0.87819105,0.07152817
27173,0.5,0.56367356,0.3525255
27174,0.5,0.06694172,0.03999829
27175,0.5,0.078392446,0.035057686
27176,0.5,0.9426472,0.81936914
27177,0.5,0.9425577,0.9127209
27178,0.5,0.2793236,0.05291261
27179,0.5,0.22745964,0.09542445
27180,0.5,0.34234387,0.120482504
27181,0.5,0.8910867,0.040335037
27182,0.5,0.84682953,0.31483218
27183,0.5,0.61454105,0.022385068
27184,0.5,0.4174577,0.057562064
27185,0.5,0.7557425,0.25494045
27186,0.5,0.79794765,0.14945716
27187,0.5,0.1263916,0.08350279
27188,0.5,0.37469718,0.092422195
27189,0.5,0.7352305,0.09780868
27190,0.5,0.7994425,0.2226984
27191,0.5,0.9571585,0.21544479
27192,0.5,0.7449512,0.23034863
27193,0.5,0.078609906,0.01214332
27194,0.5,0.4433893,0.17813393
27195,0.5,0.09919359,0.022263609
27196,0.5,0.16166526,0.14539422
27197,0.5,0.6351868,0.07750683
27198,0.5,0.96092147,0.7300324
27199,0.5,0.21355096,0.06679544
27200,0.5,0.6117345,0.25055403
27201,0.5,0.87147987,0.47550693
27202,0.5,0.10707247,0.05662385
27203,0.5,0.07123323,0.023120912
27204,0.5,0.05097606,0.029205766
27205,0.5,0.2588239,0.120400205
27206,0.5,0.337635,0.1865025
27207,0.5,0.21321803,0.1650081
27208,0.5,0.76003087,0.865757
27209,0.5,0.2833684,0.24370234
27210,0.5,0.27221766,0.106722206
27211,0.5,0.20368688,0.047790416
27212,0.5,0.9242202,0.32354093
27213,0.5,0.4601412,0.3700889
27214,0.5,0.066085465,0.032799285
27215,0.5,0.75739646,0.16084386
27216,0.5,0.897194,0.12853992
27217,0.5,0.19380932,0.07250642
27218,0.5,0.9418453,0.76240736
27219,0.5,0.7448465,0.71659935
27220,0.5,0.46078578,0.23506293
27221,0.5,0.7462547,0.046012152
27222,0.5,0.5744548,0.10677624
27223,0.5,0.7028101,0.018579844
27224,0.5,0.63245535,0.09279998
27225,0.5,0.25950065,0.33921266
27226,0.5,0.18629214,0.02432533
27227,0.5,0.33627734,0.17225571
27228,0.5,0.896036,0.65807444
27229,0.5,0.8796016,0.5457074
27230,0.5,0.9668247,0.25305042
27231,0.5,0.9092013,0.53783256
27232,0.5,0.5333667,0.1118656
27233,0.5,0.2625187,0.3577508
27234,0.5,0.07533361,0.029684117
27235,0.5,0.96352315,0.92965674
27236,0.5,0.94474167,0.095739834
27237,0.5,0.74726665,0.5853555
27238,0.5,0.8590346,0.6089802
27239,0.5,0.20514013,0.1934961
27240,0.5,0.3973413,0.08413558
27241,0.5,0.16257273,0.08203268
27242,0.5,0.49660337,0.12860118
27243,0.5,0.097775936,0.05693172
27244,0.5,0.061888814,0.01640808
27245,0.5,0.3461221,0.0559807
27246,0.5,0.9441025,0.84529245
27247,0.5,0.94841135,0.24087994
27248,0.5,0.80758196,0.19380419
27249,0.5,0.5326816,0.07530792
27250,0.5,0.19847034,0.090963244
27251,0.5,0.35527915,0.04368164
27252,0.5,0.48561013,0.21984716
27253,0.5,0.85473216,0.023218332
27254,0.5,0.9712171,0.9375877
27255,0.5,0.27527136,0.15502678
27256,0.5,0.9690999,0.81898934
27257,0.5,0.551869,0.4525301
27258,0.5,0.76377493,0.24943064
27259,0.5,0.834267,0.42652097
27260,0.5,0.34542188,0.14002028
27261,0.5,0.7348068,0.160799
27262,0.5,0.4316086,0.077037215
27263,0.5,0.06586142,0.06557151
27264,0.5,0.07719679,0.039325945
27265,0.5,0.26235944,0.04126367
27266,0.5,0.26529336,0.14931023
27267,0.5,0.61198545,0.109124586
27268,0.5,0.10053545,0.024822911
27269,0.5,0.5896144,0.7831638
27270,0.5,0.08929824,0.01971182
27271,0.5,0.18337461,0.01621795
27272,0.5,0.42080775,0.02194813
27273,0.5,0.17205031,0.037437547
27274,0.5,0.45028558,0.20066963
27275,0.5,0.4138855,0.26701275
27276,0.5,0.07655348,0.007886957
27277,0.5,0.8998325,0.04456239
27278,0.5,0.26340276,0.055680096
27279,0.5,0.22292626,0.030787436
27280,0.5,0.5584486,0.4213277
27281,0.5,0.37803087,0.066868864
27282,0.5,0.9007378,0.09916949
27283,0.5,0.08910891,0.02339142
27284,0.5,0.37056857,0.2527067
27285,0.5,0.43297386,0.04508879
27286,0.5,0.36953524,0.123920634
27287,0.5,0.6289706,0.13558562
27288,0.5,0.78823745,0.69989496
27289,0.5,0.40826008,0.16043194
27290,0.5,0.08164536,0.017005784
27291,0.5,0.84781617,0.5209776
27292,0.5,0.5913094,0.06165007
27293,0.5,0.9329955,0.04579301
27294,0.5,0.062250223,0.039197646
27295,0.5,0.9320252,0.48304155
27296,0.5,0.7907004,0.08772032
27297,0.5,0.7586487,0.06735655
27298,0.5,0.27551013,0.043492477
27299,0.5,0.715226,0.36713907
27300,0.5,0.8772784,0.05777796
27301,0.5,0.035314616,0.010907147
27302,0.5,0.79527324,0.19412561
27303,0.5,0.20062776,0.07838037
27304,0.5,0.78936315,0.042279176
27305,0.5,0.033480924,0.019841453
27306,0.5,0.60408324,0.21513465
27307,0.5,0.88321155,0.8025315
27308,0.5,0.22532102,0.22105476
27309,0.5,0.9685163,0.8029408
27310,0.5,0.14767005,0.034158453
27311,0.5,0.13870282,0.0622576
27312,0.5,0.44139808,0.07184219
27313,0.5,0.11101359,0.024197327
27314,0.5,0.05628551,0.032793324
27315,0.5,0.23469114,0.029911663
27316,0.5,0.7560772,0.21245377
27317,0.5,0.18333274,0.08177957
27318,0.5,0.31064197,0.20533222
27319,0.5,0.90210474,0.28954512
27320,0.5,0.76987875,0.13224134
27321,0.5,0.7298488,0.04862354
27322,0.5,0.6546207,0.54602474
27323,0.5,0.45024306,0.027751902
27324,0.5,0.54818505,0.11970308
27325,0.5,0.93721235,0.8722351
27326,0.5,0.65365416,0.035646565
27327,0.5,0.298663,0.2224562
27328,0.5,0.4531033,0.28940013
27329,0.5,0.26994067,0.15526387
27330,0.5,0.48234192,0.022436094
27331,0.5,0.15035883,0.07198676
27332,0.5,0.887938,0.084236756
27333,0.5,0.8481538,0.86846423
27334,0.5,0.044572927,0.038557973
27335,0.5,0.13686578,0.2707039
27336,0.5,0.17234685,0.07523953
27337,0.5,0.8295074,0.3248699
27338,0.5,0.5212617,0.2832045
27339,0.5,0.29281646,0.14417507
27340,0.5,0.10876664,0.007992053
27341,0.5,0.6674685,0.26929998
27342,0.5,0.60352457,0.08025521
27343,0.5,0.08212467,0.054478046
27344,0.5,0.5561607,0.47522488
27345,0.5,0.26198357,0.03903899
27346,0.5,0.9079271,0.37897265
27347,0.5,0.9338646,0.8929386
27348,0.5,0.23560499,0.043785155
27349,0.5,0.21647069,0.073971346
27350,0.5,0.89803904,0.049246408
27351,0.5,0.8616325,0.7606813
27352,0.5,0.41071782,0.105614424
27353,0.5,0.10025501,0.022523515
27354,0.5,0.80434215,0.35388651
27355,0.5,0.24469598,0.24162263
27356,0.5,0.741606,0.36175507
27357,0.5,0.32360616,0.065018296
27358,0.5,0.7194966,0.39807382
27359,0.5,0.78284794,0.45511428
27360,0.5,0.6698876,0.15271702
27361,0.5,0.8792143,0.021413228
27362,0.5,0.5517119,0.3493919
27363,0.5,0.198106,0.122763276
27364,0.5,0.49950552,0.04050404
27365,0.5,0.6966976,0.4017576
27366,0.5,0.6539819,0.2879036
27367,0.5,0.48095295,0.26201645
27368,0.5,0.6103298,0.04315069
27369,0.5,0.05646358,0.024867326
27370,0.5,0.76841027,0.02857334
27371,0.5,0.39485338,0.16540396
27372,0.5,0.13871269,0.07020208
27373,0.5,0.8187311,0.93087107
27374,0.5,0.20976068,0.015465557
27375,0.5,0.887139,0.05675895
27376,0.5,0.3965942,0.62500435
27377,0.5,0.6936249,0.13740729
27378,0.5,0.1504931,0.055832077
27379,0.5,0.21358672,0.032450844
27380,0.5,0.8961201,0.06554342
27381,0.5,0.46468157,0.02017515
27382,0.5,0.19721337,0.17229103
27383,0.5,0.5986358,0.05792384
27384,0.5,0.46040475,0.032327555
27385,0.5,0.9338435,0.09647503
27386,0.5,0.87060255,0.10772844
27387,0.5,0.82291776,0.65161604
27388,0.5,0.2499251,0.11923622
27389,0.5,0.11577492,0.07785607
27390,0.5,0.049758576,0.015828142
27391,0.5,0.8302055,0.21724194
27392,0.5,0.9477326,0.9345969
27393,0.5,0.042550176,0.007725165
27394,0.5,0.41860014,0.013553667
27395,0.5,0.7234026,0.66288286
27396,0.5,0.107560396,0.064107046
27397,0.5,0.9560479,0.92599475
27398,0.5,0.7846265,0.093728706
27399,0.5,0.5769358,0.17056014
27400,0.5,0.79994583,0.082494535
27401,0.5,0.34549916,0.2598403
27402,0.5,0.7660463,0.1995428
27403,0.5,0.17853251,0.05736507
27404,0.5,0.19606814,0.23953028
27405,0.5,0.8960482,0.8207759
27406,0.5,0.13703842,0.03662588
27407,0.5,0.097481735,0.08827718
27408,0.5,0.6668465,0.14409624
27409,0.5,0.9662217,0.89289755
27410,0.5,0.12652259,0.024242202
27411,0.5,0.18727283,0.11368497
27412,0.5,0.806198,0.1533527
27413,0.5,0.31985992,0.043462466
27414,0.5,0.6750586,0.6446644
27415,0.5,0.28323573,0.041588034
27416,0.5,0.26116613,0.19406316
27417,0.5,0.5466772,0.29368296
27418,0.5,0.17311518,0.36063933
27419,0.5,0.9395659,0.73994404
27420,0.5,0.13498951,0.032050394
27421,0.5,0.30831462,0.27128488
27422,0.5,0.70309746,0.19421768
27423,0.5,0.25324342,0.033528734
27424,0.5,0.35139772,0.033742785
27425,0.5,0.560319,0.09627211
27426,0.5,0.28811786,0.12850296
27427,0.5,0.2921929,0.059455756
27428,0.5,0.114858285,0.042526174
27429,0.5,0.23661016,0.5750991
27430,0.5,0.592549,0.03529679
27431,0.5,0.5642548,0.09676339
27432,0.5,0.5304034,0.25941926
27433,0.5,0.8633155,0.106624484
27434,0.5,0.2332997,0.1149274
27435,0.5,0.625246,0.31331486
27436,0.5,0.103046246,0.038603235
27437,0.5,0.16109063,0.102883965
27438,0.5,0.15226571,0.014900091
27439,0.5,0.37858528,0.25773326
27440,0.5,0.21810831,0.2216223
27441,0.5,0.93409264,0.8559079
